householdID,total_ppl,own_rent,square_foot,household_income,number_pets,region,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
1561,1.0,own,4545,112360.83,1,Suffolk,4201.06,3591.04,1.0,No
1562,3.0,own,4047,66868.41,1,Middlesex,3549.95,4729.03,3.0,No
1563,1.0,rent,2313,50691.29,2,North Shore,2508.94,1523.46,1.0,No
1564,2.0,rent,2256,62368.81,1,North Shore,1864.24,2784.57,2.0,No
1565,3.0,own,3559,83902.99,0,South Shore,4474.8,4037.14,3.0,No
1566,0.0,own,3052,107141.7,3,MetroWest,5418.02,3797.24,0.0,No
1567,2.0,own,2941,92996.93,1,South Shore,3936.86,4292.33,2.0,No
1568,2.0,own,2566,122678.74,1,MetroWest,4425.92,4702.05,2.0,No
1569,1.0,own,2909,36168.69,2,Middlesex,2886.86,4836.61,1.0,No
1570,2.0,own,3751,83085.84,2,Middlesex,3136.17,4899.37,2.0,No
1571,0.0,own,3823,101097.4,1,Suffolk,2340.34,4856.3,0.0,No
1572,1.0,own,4886,91656.64,2,South Shore,4669.57,4306.75,1.0,No
1573,1.0,own,4089,96282.4,1,South Shore,2112.86,4680.85,1.0,No
1574,1.0,own,3162,88901.23,2,Suffolk,4764.47,3847.49,1.0,No
1575,2.0,own,3215,74805.01,1,MetroWest,5679.22,2986.98,2.0,No
1576,1.0,own,3189,71812.32,1,North Shore,2262.13,3411.22,1.0,Yes
1577,1.0,rent,2339,90334.73,3,MetroWest,4257.72,4122.22,1.0,No
1578,2.0,own,2249,103663.39,1,Middlesex,3264.56,4952.88,2.0,No
1579,3.0,own,1704,79200.53,1,South Shore,1989.38,4514.48,3.0,No
1580,2.0,own,3357,84854.32,3,Middlesex,2409.76,3776.85,2.0,No
1581,1.0,own,2151,120010.73,3,MetroWest,4306.64,3764.18,1.0,Yes
1582,0.0,rent,2306,82220.58,1,Suffolk,4328.56,3451.02,0.0,No
1583,1.0,rent,2149,14520.89,2,South Shore,2536.44,3075.64,1.0,No
1584,3.0,own,3863,134369.81,3,MetroWest,3681.78,4707.96,3.0,Yes
1585,1.0,own,3294,90122.83,0,South Shore,3209.16,4070.56,1.0,No
1586,2.0,own,4236,87665.94,1,South Shore,3816.21,3816.09,2.0,No
1587,2.0,own,3065,77198.42,2,South Shore,3068.43,3838.03,2.0,No
1588,2.0,own,3131,49473.62,2,North Shore,2242.89,3530.73,2.0,No
1589,2.0,rent,2972,114862.95,2,MetroWest,5168.29,4059.05,2.0,No
1590,2.0,own,4078,63777.89,2,South Shore,2380.51,4532.17,2.0,No
1591,2.0,own,3373,79423.02,1,Middlesex,2296.79,3092.73,2.0,No
1592,0.0,own,3688,88023.78,0,Suffolk,4223.05,3480.24,0.0,No
1593,1.0,own,4012,91444.93,3,Suffolk,2333.5,3787.04,1.0,No
1594,1.0,own,3545,82288.01,2,North Shore,2353.8,3500.73,1.0,No
1595,1.0,rent,4027,99895.15,2,Middlesex,3093.71,4045.53,1.0,No
1596,2.0,rent,4206,78584.09,1,North Shore,1843.26,4056.81,2.0,No
1597,2.0,own,4260,107324.58,1,South Shore,2716.25,4415.49,2.0,No
1598,2.0,own,2518,113722.35,1,South Shore,2580.01,3674.35,2.0,No
1599,2.0,own,1843,104337.28,2,MetroWest,3887.01,3761.13,2.0,Yes
1600,2.0,own,3863,78852.86,2,South Shore,3071.68,3613.69,2.0,No
1601,1.0,own,4293,92893.59,1,Suffolk,4564.74,4876.92,1.0,Yes
1602,2.0,own,3406,123347.76,2,MetroWest,4192.11,4021.58,2.0,No
1603,1.0,own,2969,51916.51,1,North Shore,1718.9,2840.61,1.0,Yes
1604,1.0,own,1617,111082.38,2,Suffolk,3027.5,3779.61,1.0,Yes
1605,3.0,own,3615,111778.66,2,MetroWest,3868.9,4930.99,3.0,No
1606,1.0,rent,1852,108220.81,2,MetroWest,2154.56,3179.61,1.0,No
1607,1.0,own,1734,95781.15,0,North Shore,1326.72,2554.76,1.0,No
1608,1.0,own,3016,70343.12,1,Middlesex,2343.65,4651.26,1.0,Yes
1609,2.0,own,1963,98841.0,3,North Shore,9.43,3292.23,2.0,Yes
1610,1.0,own,1757,128568.99,2,MetroWest,5240.18,3590.31,1.0,No
1611,1.0,own,4361,158091.49,2,MetroWest,6028.03,4673.48,1.0,No
1612,0.0,rent,4730,33636.18,1,North Shore,2391.66,3386.66,0.0,No
1613,1.0,own,2329,54209.77,2,Middlesex,3659.54,2680.45,1.0,No
1614,1.0,own,4608,75045.5,2,Middlesex,2825.81,4151.29,1.0,No
1615,3.0,rent,2266,92322.31,2,North Shore,3327.34,2246.07,3.0,No
1616,1.0,own,2365,104575.54,2,South Shore,2580.26,3148.86,1.0,No
1617,1.0,own,3363,111637.53,1,MetroWest,4758.51,3801.98,1.0,No
1618,2.0,own,2829,129085.71,3,South Shore,3341.42,4115.05,2.0,Yes
1619,1.0,own,4386,99758.6,0,South Shore,4763.24,4198.65,1.0,No
1620,2.0,rent,2186,88521.28,1,MetroWest,5562.99,3551.33,2.0,No
1621,2.0,own,3330,64202.59,2,North Shore,2118.79,4286.11,2.0,Yes
1622,2.0,own,4602,106698.05,0,Suffolk,2932.99,4265.77,2.0,No
1623,2.0,rent,2967,58199.02,2,North Shore,1160.77,3240.44,2.0,No
1624,1.0,own,4118,105597.44,2,MetroWest,6557.82,4824.61,1.0,Yes
1625,3.0,own,3385,66967.43,2,North Shore,4202.1,3632.61,3.0,No
1626,1.0,own,3873,63478.66,2,Middlesex,2128.83,3384.96,1.0,No
1627,2.0,own,4256,87757.32,2,North Shore,3171.11,3017.02,2.0,No
1628,0.0,own,3562,103316.03,2,Suffolk,4176.15,5214.55,0.0,No
1629,2.0,own,3300,68781.1,2,South Shore,3711.32,3211.91,2.0,No
1630,3.0,own,2153,87031.57,1,South Shore,3183.46,2137.87,3.0,Yes
1631,2.0,own,2079,60204.79,2,North Shore,3351.12,2420.94,2.0,Yes
1632,3.0,own,2377,53403.96,1,North Shore,2115.28,2429.01,3.0,No
1633,3.0,own,2269,56121.9,1,Middlesex,4439.41,3439.39,3.0,No
1634,2.0,own,3306,101939.41,1,South Shore,4216.33,4502.27,2.0,No
1635,2.0,rent,4369,86779.77,2,Middlesex,4021.67,3768.7,2.0,No
1636,0.0,own,3644,99026.76,0,Suffolk,4608.18,4879.19,0.0,No
1637,3.0,rent,1862,105876.9,0,Middlesex,2342.07,3024.64,3.0,No
1638,3.0,rent,2996,46612.59,2,South Shore,3542.54,2952.85,3.0,No
1639,2.0,own,2434,56417.75,2,North Shore,2695.97,1906.02,2.0,Yes
1640,1.0,own,2660,74539.84,2,North Shore,4405.52,3130.62,1.0,No
1641,2.0,own,3157,32169.34,3,North Shore,475.39,3591.95,2.0,No
1642,1.0,own,2613,171989.56,2,MetroWest,3117.0,4771.2,1.0,No
1643,0.0,own,2598,141131.96,2,Suffolk,4736.65,4297.71,0.0,Yes
1644,1.0,own,2667,18291.65,3,North Shore,554.16,3419.45,1.0,No
1645,2.0,own,2563,84876.64,3,South Shore,3294.76,4135.18,2.0,No
1646,0.0,rent,2414,81127.24,2,Suffolk,4034.03,4648.43,0.0,No
1647,2.0,own,2850,96083.73,1,Middlesex,4000.73,3549.37,2.0,No
1648,1.0,own,4552,103326.15,3,MetroWest,3524.3,3993.11,1.0,No
1649,2.0,rent,2460,49330.48,1,North Shore,1683.27,4042.74,2.0,No
1650,2.0,own,2831,48807.34,1,North Shore,2105.19,3060.43,2.0,Yes
1651,2.0,own,2032,114072.88,3,MetroWest,4747.38,4133.15,2.0,No
1652,0.0,own,3303,45515.24,0,North Shore,3024.47,3931.4,0.0,No
1653,1.0,own,2056,97985.88,1,Suffolk,4234.92,4839.45,1.0,No
1654,3.0,own,2482,53666.75,2,South Shore,5340.56,3383.8,3.0,Yes
1655,2.0,own,3443,57836.71,2,North Shore,2139.38,3838.21,2.0,No
1656,0.0,own,2398,95156.01,1,Suffolk,3578.21,3789.09,0.0,No
1657,1.0,own,2984,95215.13,3,North Shore,1153.48,3189.66,1.0,No
1658,2.0,rent,3470,107989.36,3,Middlesex,1706.4,4384.45,2.0,Yes
1659,2.0,rent,2522,79659.16,1,MetroWest,2881.1,2924.11,2.0,No
1660,0.0,own,2868,123561.56,2,MetroWest,3228.31,4429.94,0.0,Yes
1661,2.0,own,4926,102420.05,2,MetroWest,4596.26,4739.93,2.0,No
1662,2.0,own,4703,134952.95,1,MetroWest,7038.58,5470.06,2.0,Yes
1663,3.0,own,3517,115547.02,3,MetroWest,5049.95,5015.01,3.0,Yes
1664,1.0,own,2971,106100.44,2,Suffolk,4090.84,4619.02,1.0,No
1665,2.0,own,2702,89727.23,3,Middlesex,4293.73,4779.82,2.0,No
1666,2.0,own,4123,76865.83,1,South Shore,4147.05,3910.37,2.0,No
1667,1.0,own,3351,98963.87,2,Suffolk,2864.94,4748.68,1.0,No
1668,1.0,rent,2833,129772.56,2,South Shore,4144.27,2824.52,1.0,No
1669,3.0,own,3119,81659.92,2,South Shore,3075.28,3832.02,3.0,No
1670,1.0,own,4562,82497.44,2,South Shore,2388.91,4460.76,1.0,Yes
1671,2.0,rent,2635,105633.94,1,Suffolk,4236.57,3108.05,2.0,Yes
1672,1.0,own,3774,105197.33,2,MetroWest,4247.39,5337.07,1.0,No
1673,1.0,rent,4207,105793.11,3,Suffolk,4253.19,4187.95,1.0,No
1674,2.0,own,3835,108930.13,1,Middlesex,3695.68,3945.23,2.0,No
1675,0.0,own,2148,103564.72,2,MetroWest,5471.39,3484.73,0.0,No
1676,3.0,own,2666,45912.15,2,North Shore,808.75,3875.37,3.0,No
1677,2.0,own,3654,111696.1,2,Suffolk,3592.43,3544.55,2.0,No
1678,2.0,own,2189,65260.12,2,South Shore,2117.2,3596.86,2.0,No
1679,3.0,own,3248,84281.71,2,MetroWest,5091.95,4062.78,3.0,No
1680,3.0,own,2478,93941.68,2,MetroWest,5753.97,4545.36,3.0,No
1681,2.0,rent,2572,79158.98,3,South Shore,1742.68,3447.3,2.0,No
1682,,own,1862,97766.84,3,Suffolk,3805.31,4313.26,,No
1683,1.0,rent,1681,96603.98,3,MetroWest,4332.26,4212.72,1.0,No
1684,2.0,own,1587,107248.02,2,Middlesex,3672.39,3678.0,2.0,No
1685,2.0,own,2766,94589.0,1,North Shore,3215.09,3684.0,2.0,No
1686,0.0,own,2519,111832.91,1,Suffolk,3286.38,3165.78,0.0,Yes
1687,2.0,own,3388,52179.43,1,North Shore,1766.26,3279.69,2.0,Yes
1688,2.0,own,2747,129748.96,2,MetroWest,4637.56,4708.28,2.0,Yes
1689,1.0,rent,2807,88622.13,1,Suffolk,3016.17,3886.17,1.0,No
1690,1.0,rent,4268,86996.05,3,Middlesex,3352.97,5558.16,1.0,Yes
1691,1.0,own,3820,47399.65,1,Middlesex,3095.28,5035.38,1.0,No
1692,2.0,rent,3162,74314.41,2,South Shore,3959.11,4724.82,2.0,No
1693,2.0,own,2794,87294.0,1,South Shore,2090.71,4364.88,2.0,No
1694,2.0,own,3444,79313.63,1,South Shore,2897.42,4424.54,2.0,Yes
1695,2.0,rent,1739,81779.51,2,South Shore,2482.42,3955.58,2.0,Yes
1696,3.0,rent,3185,110363.04,2,Middlesex,2735.13,3950.55,3.0,No
1697,1.0,own,2842,64374.88,2,North Shore,2977.2,1883.48,1.0,No
1698,1.0,own,4432,83730.86,1,Middlesex,3286.25,4620.11,1.0,Yes
1699,2.0,own,2385,39438.29,0,North Shore,1766.06,3220.47,2.0,No
1700,1.0,own,2296,94502.59,3,Suffolk,4145.04,4313.93,1.0,No
1701,1.0,own,3148,78617.37,3,South Shore,3180.39,3710.32,1.0,Yes
1702,1.0,own,2451,104239.85,3,Suffolk,3753.22,4144.05,1.0,No
1703,2.0,rent,2825,128311.23,1,MetroWest,2534.57,4102.01,2.0,No
1704,1.0,own,2270,87990.52,1,Middlesex,1893.81,5577.41,1.0,No
1705,2.0,own,4352,39736.97,2,North Shore,1972.58,2942.18,2.0,Yes
1706,2.0,own,3425,80699.95,3,Middlesex,2664.16,4803.55,2.0,No
1707,1.0,own,3085,101375.11,2,Suffolk,2674.89,3377.57,1.0,No
1708,1.0,own,2900,63697.78,1,North Shore,3525.46,2697.49,1.0,No
1709,2.0,own,2584,89289.2,2,MetroWest,6453.48,3535.0,2.0,No
1710,1.0,own,2987,89275.06,1,Middlesex,4522.06,3469.5,1.0,No
1711,1.0,own,2504,108451.65,1,MetroWest,4476.83,4820.53,1.0,Yes
1712,2.0,rent,2877,118963.65,2,MetroWest,4600.04,4412.86,2.0,No
1713,1.0,rent,4068,47975.14,1,North Shore,926.92,4230.38,1.0,No
1714,2.0,own,3834,117825.73,2,MetroWest,4454.63,4071.67,2.0,Yes
1715,1.0,own,2852,123520.26,3,MetroWest,6238.47,4580.39,1.0,No
1716,1.0,own,2117,98219.53,2,Suffolk,5589.42,4736.52,1.0,No
1717,1.0,own,4201,85271.46,2,Suffolk,3048.13,4480.01,1.0,No
1718,1.0,own,2673,76288.56,2,South Shore,2534.03,4255.32,1.0,No
1719,2.0,rent,4461,63017.61,3,Middlesex,1827.67,2890.57,2.0,No
1720,3.0,own,2491,61975.32,1,South Shore,3673.94,3616.36,3.0,No
1721,2.0,own,3942,87003.8,2,South Shore,3134.0,3185.73,2.0,No
1722,1.0,own,4145,126444.37,1,Suffolk,3894.09,3902.37,1.0,No
1723,2.0,own,3644,50963.52,1,North Shore,3520.89,3248.25,2.0,No
1724,3.0,own,2720,62390.39,2,Middlesex,2788.22,3939.75,3.0,No
1725,2.0,own,3511,79018.67,1,North Shore,1648.78,3380.19,2.0,No
1726,2.0,rent,3414,87195.76,2,Middlesex,2912.11,4914.32,2.0,No
1727,2.0,own,2423,72697.33,2,North Shore,1294.81,3532.45,2.0,Yes
1728,2.0,own,4914,32487.78,1,North Shore,2949.97,4359.91,2.0,No
1729,0.0,rent,4408,90731.5,3,Suffolk,4543.98,3800.27,0.0,No
1730,3.0,own,2964,51736.91,1,Middlesex,3132.21,3394.29,3.0,No
1731,1.0,own,2492,77808.79,1,Middlesex,3495.94,4900.47,1.0,No
1732,1.0,own,3355,53830.61,2,Middlesex,1134.9,6249.64,1.0,No
1733,0.0,rent,2196,94436.23,2,Middlesex,2675.48,4336.6,0.0,No
1734,2.0,own,4051,129321.1,0,MetroWest,4998.36,4025.17,2.0,Yes
1735,2.0,own,1808,110717.98,2,MetroWest,4951.48,4231.09,2.0,Yes
1736,2.0,own,3187,119414.64,2,MetroWest,4652.06,3489.88,2.0,Yes
1737,0.0,own,3259,67922.94,2,Suffolk,3303.92,4419.61,0.0,No
1738,1.0,rent,2815,109045.39,2,Suffolk,3348.71,4700.7,1.0,No
1739,2.0,own,3190,78655.55,2,MetroWest,5748.5,3989.22,2.0,No
1740,1.0,own,2228,66844.65,3,North Shore,2537.24,3151.09,1.0,Yes
1741,1.0,own,4124,117156.62,1,South Shore,2850.51,3788.34,1.0,Yes
1742,1.0,own,4860,99301.05,1,Suffolk,4146.58,3580.32,1.0,No
1743,0.0,own,2305,92123.06,2,Suffolk,3671.8,3543.03,0.0,Yes
1744,1.0,own,4017,41952.24,2,South Shore,3169.59,3953.41,1.0,Yes
1745,2.0,own,3805,111402.63,0,MetroWest,5100.62,4063.97,2.0,No
1746,1.0,own,2846,29182.71,1,Middlesex,4368.11,2197.34,1.0,No
1747,2.0,rent,2317,69442.92,3,Middlesex,3302.29,4696.46,2.0,Yes
1748,2.0,own,2927,85208.56,0,Middlesex,3937.34,4223.5,2.0,No
1749,2.0,own,3386,109454.08,3,MetroWest,4772.46,2914.25,2.0,No
1750,3.0,rent,3596,65379.6,2,South Shore,2011.9,4100.48,3.0,No
1751,3.0,own,2743,74406.23,2,Middlesex,3006.37,3200.53,3.0,Yes
1752,2.0,own,2482,117015.05,3,MetroWest,4332.69,4266.6,2.0,No
1753,1.0,own,2353,41499.63,2,North Shore,2056.44,3489.72,1.0,No
1754,1.0,own,5108,105670.16,2,Suffolk,2816.82,3695.47,1.0,No
1755,1.0,rent,3451,106413.95,1,MetroWest,4698.82,2441.12,1.0,No
1756,3.0,own,4299,67442.6,2,South Shore,2945.09,4722.96,3.0,No
1757,2.0,rent,2524,111181.82,1,South Shore,2296.52,3787.14,2.0,No
1758,0.0,own,1639,90889.67,2,Suffolk,3526.15,4041.13,0.0,No
1759,0.0,own,2757,91219.88,2,Suffolk,2767.45,3800.47,0.0,No
1760,1.0,rent,2707,66133.73,1,North Shore,1467.7,3279.34,1.0,Yes
1761,3.0,own,3229,53035.25,2,South Shore,3577.5,2881.68,3.0,No
1762,3.0,own,4398,116633.45,2,MetroWest,4080.72,5265.77,3.0,No
1763,1.0,own,3141,80560.14,2,Suffolk,4102.62,3771.96,1.0,No
1764,2.0,own,3694,106423.85,2,Suffolk,4012.45,4461.77,2.0,No
1765,1.0,own,2943,119024.18,0,MetroWest,4988.55,4827.91,1.0,Yes
1766,2.0,own,2620,114478.7,2,MetroWest,4803.39,3526.33,2.0,Yes
1767,1.0,own,3664,63067.79,2,North Shore,1246.36,3494.23,1.0,Yes
1768,1.0,own,2696,109898.09,2,Suffolk,4723.03,3513.99,1.0,No
1769,1.0,own,2773,111058.95,2,MetroWest,4773.81,3980.85,1.0,No
1770,1.0,rent,2857,98604.88,2,Suffolk,3017.59,3794.02,1.0,No
1771,1.0,own,2607,111020.04,0,MetroWest,6729.0,4121.75,1.0,No
1772,3.0,own,3728,128148.38,2,MetroWest,3459.6,3114.3,3.0,No
1773,1.0,rent,3343,92673.43,1,North Shore,2818.46,2817.28,1.0,Yes
1774,2.0,rent,2355,37348.01,1,North Shore,1693.77,3686.98,2.0,No
1775,1.0,rent,2051,74440.14,1,North Shore,2491.12,3494.73,1.0,No
1776,2.0,own,3108,91072.55,1,Middlesex,4751.66,3911.1,2.0,Yes
1777,1.0,own,2473,114994.88,2,Suffolk,2103.55,3788.55,1.0,No
1778,2.0,own,2504,91848.58,1,North Shore,1691.12,2596.63,2.0,No
1779,2.0,rent,2298,73803.06,1,South Shore,3288.54,2651.66,2.0,Yes
1780,2.0,own,2244,62034.44,1,South Shore,2686.92,4248.29,2.0,No
1781,1.0,own,2002,93651.42,1,MetroWest,6536.87,5511.61,1.0,Yes
1782,1.0,own,2321,129163.03,2,Suffolk,3503.77,4263.8,1.0,No
1783,1.0,rent,2482,67143.13,1,Suffolk,4467.3,4740.36,1.0,No
1784,3.0,own,3832,49567.05,1,Middlesex,3730.44,4881.58,3.0,No
1785,1.0,rent,2639,88205.62,1,Suffolk,4447.91,3785.84,1.0,Yes
1786,2.0,own,3696,86375.96,2,North Shore,2628.97,4273.02,2.0,No
1787,2.0,own,2015,69688.75,2,South Shore,3916.1,3929.39,2.0,No
1788,3.0,own,4650,44174.35,1,Middlesex,1881.38,4644.82,3.0,No
1789,0.0,own,2047,75189.52,2,Suffolk,4447.76,3386.61,0.0,No
1790,2.0,rent,2979,72071.29,2,Middlesex,3903.11,2659.37,2.0,No
1791,0.0,own,3536,98975.58,2,Suffolk,4049.52,4420.69,0.0,No
1792,2.0,own,4018,46525.8,2,North Shore,858.72,3441.29,2.0,Yes
1793,2.0,own,3401,100252.08,2,Middlesex,2758.27,4867.94,2.0,No
1794,1.0,own,3954,56778.35,2,Middlesex,1883.8,3548.95,1.0,No
1795,1.0,own,2716,137727.65,2,Suffolk,3039.36,4460.72,1.0,No
1796,3.0,own,2209,113684.71,2,Middlesex,1863.93,4235.05,3.0,No
1797,1.0,own,4041,52526.53,1,South Shore,5000.72,3937.68,1.0,No
1798,1.0,own,2561,93265.09,1,MetroWest,4369.75,4205.65,1.0,No
1799,3.0,own,4179,67483.9,2,North Shore,2473.3,3049.09,3.0,No
1800,2.0,own,2562,98927.07,2,Suffolk,3547.58,4108.88,2.0,No
1801,1.0,rent,3056,51332.11,0,South Shore,3353.65,3758.15,1.0,No
1802,3.0,rent,4792,106002.94,0,Middlesex,1999.81,3968.52,3.0,No
1803,3.0,own,2247,68592.55,1,South Shore,2681.61,4384.33,3.0,No
1804,2.0,own,3230,125740.38,2,Suffolk,4739.2,3942.25,2.0,No
1805,2.0,rent,2633,63136.74,1,North Shore,1587.8,2300.2,2.0,Yes
1806,2.0,own,3834,71158.19,1,Middlesex,3404.5,4300.92,2.0,No
1807,2.0,own,3916,54336.39,2,Middlesex,3129.67,3377.09,2.0,Yes
1808,1.0,own,2349,122475.0,2,MetroWest,5628.53,4543.03,1.0,No
1809,2.0,rent,2280,95214.47,2,MetroWest,4902.77,4578.98,2.0,No
1810,1.0,rent,3378,114039.75,1,Middlesex,3837.24,3810.0,1.0,Yes
1811,1.0,own,2573,139728.57,1,MetroWest,6122.7,4431.16,1.0,No
1812,0.0,own,3442,118647.64,2,Suffolk,3785.05,5271.92,0.0,Yes
1813,0.0,own,1973,63828.01,1,South Shore,3081.09,3883.81,0.0,No
1814,2.0,rent,3308,46967.72,1,North Shore,2695.67,3843.63,2.0,No
1815,2.0,rent,2095,69226.83,2,Middlesex,2427.56,4382.46,2.0,No
1816,0.0,own,2138,103078.07,0,Suffolk,4038.18,3424.81,0.0,No
1817,2.0,own,3947,61363.05,1,Middlesex,3699.07,3671.67,2.0,No
1818,1.0,own,4225,82373.51,2,Suffolk,3933.87,5603.73,1.0,No
1819,1.0,rent,2019,110219.34,2,Middlesex,2408.65,4443.5,1.0,No
1820,2.0,own,3325,72458.15,2,North Shore,2146.36,3945.78,2.0,Yes
1821,2.0,rent,1529,45229.39,2,North Shore,1540.26,3846.66,2.0,No
1822,1.0,rent,2675,119951.37,2,MetroWest,5292.1,3737.84,1.0,Yes
1823,1.0,rent,2342,110159.23,2,Suffolk,1545.37,4061.9,1.0,No
1824,2.0,rent,3165,54663.19,1,South Shore,3139.39,5000.93,2.0,Yes
1825,2.0,own,1787,45694.86,2,South Shore,4198.04,4338.82,2.0,Yes
1826,3.0,rent,5205,58318.27,1,North Shore,2861.98,3492.83,3.0,No
1827,2.0,own,4071,92945.87,2,South Shore,3903.91,4858.37,2.0,No
1828,2.0,own,4726,102299.04,1,South Shore,1628.96,4315.27,2.0,No
1829,2.0,own,1930,121828.27,1,MetroWest,6947.25,4474.05,2.0,Yes
1830,1.0,own,3415,69272.11,1,Middlesex,1622.12,5636.88,1.0,No
1831,2.0,rent,2809,100645.13,2,Middlesex,3069.99,4224.21,2.0,No
1832,2.0,own,2150,77299.04,1,Suffolk,3828.86,3615.28,2.0,No
1833,0.0,own,2929,71464.8,2,Middlesex,2519.01,4443.83,0.0,No
1834,1.0,own,2394,108822.41,1,Suffolk,2997.48,3937.24,1.0,No
1835,1.0,own,3044,117459.01,2,Middlesex,2832.2,4150.36,1.0,Yes
1836,2.0,own,2843,79746.15,1,Suffolk,4084.79,4372.26,2.0,No
1837,2.0,own,3301,89602.58,0,Middlesex,2775.67,4802.94,2.0,No
1838,0.0,own,2972,125016.71,0,MetroWest,5220.74,4289.28,0.0,No
1839,2.0,own,1442,42648.38,2,Middlesex,3815.35,3312.05,2.0,No
1840,2.0,own,2872,81984.92,0,South Shore,3636.44,3416.66,2.0,Yes
1841,3.0,rent,3777,102666.72,1,Middlesex,1907.86,5281.93,3.0,No
1842,2.0,rent,2448,65024.81,1,North Shore,2423.38,2410.25,2.0,No
1843,2.0,own,3912,111955.65,1,MetroWest,6951.43,4677.62,2.0,Yes
1844,2.0,own,3413,111644.0,2,Middlesex,3247.51,4431.52,2.0,No
1845,1.0,own,2795,127592.52,2,MetroWest,2934.41,3857.81,1.0,No
1846,2.0,own,3054,81424.92,1,South Shore,3206.47,2963.16,2.0,No
1847,1.0,own,2478,97726.79,1,Suffolk,3981.84,4904.0,1.0,No
1848,1.0,own,4700,66879.07,1,Middlesex,4440.88,4138.82,1.0,No
1849,1.0,own,3562,73430.17,1,South Shore,3061.44,3596.39,1.0,No
1850,3.0,own,2369,39933.76,2,North Shore,830.7,3786.16,3.0,No
1851,2.0,own,4088,101301.73,3,MetroWest,4804.1,5074.33,2.0,No
1852,2.0,rent,4099,108384.22,2,Middlesex,3020.69,3636.61,2.0,No
1853,3.0,own,4139,123188.64,1,MetroWest,4659.57,4708.35,3.0,No
1854,1.0,own,3380,119589.0,2,MetroWest,5282.39,4674.63,1.0,No
1855,1.0,own,3079,76693.57,2,South Shore,1132.94,3887.62,1.0,No
1856,1.0,own,3304,119518.82,1,Suffolk,4360.53,4580.56,1.0,No
1857,0.0,own,1941,83747.23,1,Middlesex,3585.61,3549.4,0.0,Yes
1858,2.0,own,3387,110368.56,1,MetroWest,5200.72,4091.43,2.0,No
1859,2.0,rent,2262,133719.87,1,MetroWest,4467.27,3303.62,2.0,No
1860,1.0,own,4139,162709.99,1,Suffolk,3536.89,4965.53,1.0,No
1861,1.0,own,3401,97740.27,1,Suffolk,5936.49,4528.41,1.0,No
1862,2.0,rent,1707,60290.15,2,North Shore,4415.31,2888.41,2.0,No
1863,1.0,own,1392,89555.75,4,South Shore,3246.6,3247.97,1.0,No
1864,2.0,own,4335,125698.07,2,Suffolk,3701.42,4353.28,2.0,No
1865,3.0,own,3572,91143.57,1,Middlesex,3599.0,4115.31,3.0,No
1866,1.0,own,3879,106917.74,0,MetroWest,6403.02,5325.31,1.0,No
1867,0.0,own,3585,80794.5,2,Suffolk,3804.07,3815.29,0.0,No
1868,2.0,own,2970,95846.02,2,MetroWest,5077.89,4110.35,2.0,No
1869,1.0,rent,2642,101168.57,3,Suffolk,3135.07,3599.23,1.0,No
1870,1.0,own,3851,91619.62,1,Middlesex,2972.76,5279.83,1.0,No
1871,1.0,own,2713,56709.99,1,Suffolk,4292.0,3003.37,1.0,No
1872,2.0,rent,3008,40341.37,2,North Shore,1965.11,3514.92,2.0,No
1873,3.0,own,904,88343.31,1,South Shore,5595.34,3740.74,3.0,No
1874,1.0,rent,2054,41940.52,1,North Shore,1697.6,2859.14,1.0,No
1875,1.0,own,3207,109086.86,2,MetroWest,5251.44,4420.9,1.0,No
1876,2.0,rent,2684,41629.62,2,North Shore,2528.93,3992.51,2.0,No
1877,0.0,rent,2948,86648.33,2,Suffolk,3504.13,3536.15,0.0,No
1878,1.0,own,1312,78588.08,1,South Shore,3136.4,3451.97,1.0,No
1879,1.0,own,4119,149406.44,2,MetroWest,4844.66,3699.33,1.0,No
1880,1.0,own,4208,84873.55,1,South Shore,3180.46,4481.76,1.0,No
1881,0.0,own,2536,98286.52,0,MetroWest,5138.76,4625.19,0.0,No
1882,3.0,own,2556,36163.68,1,North Shore,3005.44,3785.62,3.0,No
1883,2.0,rent,2242,58557.74,0,Middlesex,2153.9,3825.03,2.0,Yes
1884,,own,3646,94380.72,1,Suffolk,4257.6,3874.32,,No
1885,0.0,own,2381,92525.29,1,Suffolk,4448.8,3292.22,0.0,No
1886,2.0,own,4859,35991.88,1,North Shore,2466.68,3541.73,2.0,No
1887,1.0,own,2398,75792.21,1,North Shore,2546.49,2968.14,1.0,No
1888,1.0,own,3655,127192.58,1,MetroWest,4827.84,3661.05,1.0,No
1889,2.0,own,4188,94319.48,2,North Shore,2603.08,3385.24,2.0,No
1890,1.0,own,3463,108295.59,1,South Shore,2670.92,4249.93,1.0,No
1891,2.0,own,4344,41115.19,2,South Shore,2042.99,3691.26,2.0,No
1892,3.0,own,3575,59533.7,0,Middlesex,3514.13,4419.04,3.0,No
1893,1.0,own,4662,158680.33,2,MetroWest,5311.33,4354.58,1.0,No
1894,2.0,own,3893,76686.06,1,South Shore,3622.61,4595.36,2.0,No
1895,2.0,rent,2618,75831.68,0,Middlesex,3621.74,4632.51,2.0,No
1896,1.0,own,4012,86409.58,1,South Shore,4010.33,4991.44,1.0,No
1897,1.0,own,3127,97904.33,2,MetroWest,3766.01,3835.13,1.0,No
1898,2.0,own,2175,88844.08,0,Middlesex,1353.81,4326.09,2.0,No
