"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
699,66631,489357,"Other",56,2,16,"New Hampshire","LuxurySedan",7,"consume"
700,70846,328582,"Govt",43,3,21,"Ontario","Pickup",5,"consume"
701,151602,541765,"Tech",36,5,10,"Maine","SUV",3,"entertain"
702,134391,628344,"Services",53,4,16,"New York","Compact/Hybrid",5,"entertain"
703,80749,434979,"Tech",44,4,7,"US_Other","Sedan",2,"consume"
704,137887,587743,"Tech",44,6,7,"New Hampshire","LuxurySedan",4,"entertain"
705,71347,536206,"Education",44,5,21,"Vermont","LuxurySedan",2,"consume"
706,102103,592438,"Education",41,6,16,"Maine","SUV",4,"consume"
707,91149,549725,"Govt",43,7,5,"New Hampshire","LuxurySedan",1,"consume"
708,118055,519248,"Education",54,6,16,"Maine","",4,"consume"
709,109729,615824,"Education",53,5,21,"Maine","",0,"entertain"
710,94317,542020,"Services",53,4,15,"Vermont","Sedan",5,"entertain"
711,73883,506711,"Finance",40,6,10,"Ontario","LuxurySedan",3,"entertain"
712,88822,443068,"Services",50,4,9,"Maine","LuxurySedan",2,"entertain"
713,149194,493837,"Finance",47,1,47,"Maine","Compact/Hybrid",4,"consume"
714,87824,472189,"Education",57,4,18,"Vermont","SUV",3,"entertain"
715,108089,480708,"Other",34,3,12,"US_Other","LuxurySedan",5,"entertain"
716,81761,396237,"Govt",43,9,19,"Connecticut","SUV",1,"entertain"
717,105068,444546,"Finance",47,5,6,"Rhode Island","SUV",5,"entertain"
718,49336,336540,"Govt",41,6,9,"Maine","Sedan",4,"entertain"
719,120253,471439,"Finance",50,5,9,"Maine","Sedan",2,"entertain"
720,79941,400847,"Govt",40,5,11,"Maine","Sedan",3,"consume"
721,67701,440195,"Govt",48,1,48,"Maine","Compact/Hybrid",6,"entertain"
722,98895,418179,"Finance",47,6,15,"Maine","SUV",3,"consume"
723,70397,457439,"Services",48,4,17,"Massachusetts","Sedan",3,"entertain"
724,8119,371641,"Govt",42,5,10,"Vermont","SUV",6,"entertain"
725,149571,531257,"Tech",42,7,12,"Ontario","LuxurySedan",1,"consume"
726,142169,492098,"Tech",47,5,13,"Maine","SUV",8,"entertain"
727,76010,431179,"Education",48,4,12,"New Hampshire","SUV",5,"consume"
728,92645,460475,"Services",43,7,11,"New York","Sedan",4,"consume"
729,74686,409410,"Services",50,9,12,"New York","Pickup",6,"entertain"
730,68471,415940,"Services",52,3,12,"Maine","Sedan",4,"consume"
731,124926,441816,"Finance",48,5,7,"Maine","Sedan",3,"entertain"
732,102730,437585,"Govt",41,7,13,"Maine","SUV",6,"consume"
733,65083,537572,"Govt",35,3,9,"New Hampshire","Pickup",3,"consume"
734,86935,516818,"Services",54,6,13,"Maine","Compact/Hybrid",4,"entertain"
735,58812,369649,"Govt",51,2,15,"Rhode Island","Pickup",5,"consume"
736,140441,525298,"Tech",40,3,8,"Connecticut","Pickup",5,"entertain"
737,91529,455482,"Finance",45,7,9,"Ontario","LuxurySedan",0,"entertain"
738,84884,477763,"Govt",47,2,14,"Vermont","LuxurySedan",3,"entertain"
739,119999,555887,"Finance",45,3,14,"New Hampshire","LuxurySedan",6,"entertain"
740,108641,483679,"Finance",47,4,12,"New York","LuxurySedan",4,"consume"
741,151130,592068,"Tech",45,1,45,"New Hampshire","SUV",3,"entertain"
742,68527,474661,"Govt",41,5,12,"Can_Other","LuxurySedan",11,"entertain"
743,84035,477040,"Govt",49,4,13,"New Hampshire","SUV",6,"consume"
744,107348,435839,"Tech",47,4,15,"New Hampshire","SUV",4,"consume"
745,132826,490475,"Finance",48,4,10,"Massachusetts","Pickup",3,"consume"
746,53222,370936,"Services",39,2,16,"New York","Pickup",4,"entertain"
747,73978,506002,"Govt",36,5,13,"Maine","",3,"entertain"
748,73397,488124,"Govt",45,1,45,"New York","",0,"consume"
749,76236,280158,"Manufacturing",53,5,13,"Maine","Sedan",3,"entertain"
750,138103,499991,"Finance",44,4,11,"Maine","Sedan",4,"entertain"
751,154693,438349,"Tech",50,3,9,"Maine","LuxurySedan",3,"entertain"
752,135601,457253,"Manufacturing",49,1,49,"New York","Sedan",0,"entertain"
753,72687,413347,"Tech",49,7,15,"Ontario","SUV",5,"entertain"
754,109180,420912,"Finance",44,5,10,"US_Other","Sedan",4,"entertain"
755,182391,550583,"Finance",47,4,14,"Vermont","Sedan",3,"consume"
756,141397,437840,"Finance",52,4,11,"Maine","LuxurySedan",4,"consume"
757,111084,514173,"Tech",39,4,15,"Vermont","Sedan",3,"consume"
758,127531,510645,"Finance",46,4,12,"Maine","LuxurySedan",0,"consume"
759,84790,474561,"Manufacturing",42,4,16,"Maine","SUV",7,"consume"
760,68575,344407,"Govt",39,5,16,"Maine","",5,"entertain"
761,130571,520265,"Tech",44,6,13,"New York","SUV",5,"entertain"
762,111140,459527,"Finance",45,6,4,"US_Other","Pickup",5,"consume"
763,105590,441236,"Finance",49,5,15,"US_Other","LuxurySedan",4,"entertain"
764,125743,480385,"Tech",40,5,14,"Quebec","LuxurySedan",5,"entertain"
765,84163,506135,"Govt",43,5,13,"Maine","LuxurySedan",7,"consume"
766,83321,436128,"Other",46,5,13,"Massachusetts","LuxurySedan",5,"entertain"
767,92006,460922,"Govt",42,4,12,"Rhode Island","Compact/Hybrid",7,"entertain"
768,87302,503602,"Education",47,4,16,"Maine","Pickup",3,"consume"
769,85246,396922,"Services",42,6,17,"Maine","Pickup",5,"consume"
770,102262,352163,"Finance",50,7,13,"New York","Compact/Hybrid",3,"consume"
771,115343,649227,"Education",48,4,13,"New Hampshire","LuxurySedan",5,"entertain"
772,62187,534297,"Govt",44,7,7,"Massachusetts","SUV",3,"consume"
773,84719,525317,"Services",44,3,14,"Vermont","LuxurySedan",5,"consume"
774,91688,415480,"Finance",48,4,4,"Vermont","Sedan",2,"consume"
775,114941,435668,"Tech",37,5,18,"Maine","SUV",4,"consume"
776,63044,350493,"Education",46,3,13,"Vermont","Sedan",3,"entertain"
777,138339,565878,"Tech",40,7,9,"Maine","LuxurySedan",7,"entertain"
778,62254,387107,"Finance",46,2,14,"New York","SUV",3,"consume"
779,73630,402054,"Other",45,7,10,"Maine","SUV",2,"entertain"
780,151898,538982,"Tech",52,5,13,"Maine","Sedan",6,"consume"
781,97384,438547,"Tech",48,7,9,"New York","Compact/Hybrid",5,"consume"
782,111238,565287,"Govt",41,4,10,"Maine","Pickup",2,"consume"
783,130512,625007,"Finance",46,3,9,"Maine","Sedan",1,"entertain"
784,74664,478227,"Govt",50,7,7,"New Hampshire","SUV",5,"consume"
785,45096,324225,"Services",50,5,14,"Maine","SUV",6,"consume"
786,97595,468491,"Tech",37,4,11,"Maine","LuxurySedan",4,"consume"
787,125659,497991,"Finance",42,4,8,"Ontario","SUV",4,"consume"
788,68485,414284,"Govt",54,4,10,"New Hampshire","LuxurySedan",6,"consume"
789,65604,476751,"Govt",48,6,15,"Maine","SUV",3,"entertain"
790,88113,406200,"Tech",42,4,10,"Maine","SUV",5,"consume"
791,78363,431547,"Education",49,4,14,"New Hampshire","Compact/Hybrid",7,"entertain"
792,114288,617861,"Manufacturing",57,8,15,"New Hampshire","SUV",5,"entertain"
793,91065,501253,"Govt",63,4,15,"Maine","Pickup",4,"consume"
794,96362,411382,"Other",46,4,19,"Vermont","LuxurySedan",8,"entertain"
795,97225,443233,"Services",41,4,11,"US_Other","LuxurySedan",4,"consume"
796,60778,477685,"Services",54,5,14,"New Hampshire","Compact/Hybrid",6,"consume"
797,79894,489444,"Services",36,7,20,"Maine","SUV",4,"consume"
798,125634,444734,"Tech",36,4,23,"Massachusetts","LuxurySedan",4,"consume"
799,97199,457090,"Services",37,2,14,"Ontario","Compact/Hybrid",6,"entertain"
800,58076,500422,"Govt",46,1,46,"Maine","LuxurySedan",2,"entertain"
801,95090,341728,"Finance",48,4,11,"Ontario","SUV",3,"consume"
802,100468,443462,"Education",43,8,11,"Maine","LuxurySedan",3,"entertain"
803,72991,435986,"Govt",43,7,16,"Quebec","Sedan",1,"consume"
804,105567,473991,"Manufacturing",40,5,4,"Ontario","SUV",5,"entertain"
805,74792,365862,"Services",49,6,14,"New York","LuxurySedan",5,"consume"
806,123437,485664,"Finance",41,5,15,"US_Other","Sedan",4,"entertain"
807,100919,568687,"Govt",48,4,14,"Maine","SUV",5,"consume"
808,70586,443703,"Education",43,8,16,"Maine","Compact/Hybrid",4,"entertain"
809,100925,522664,"Govt",35,4,9,"Connecticut","",3,"entertain"
810,21640,343100,"Education",39,5,13,"New Hampshire","SUV",6,"consume"
811,121449,408795,"Education",44,4,16,"US_Other","SUV",3,"entertain"
812,109667,562920,"Services",36,5,11,"New Hampshire","Sedan",4,"consume"
813,101586,473302,"Finance",41,7,9,"Can_Other","LuxurySedan",2,"entertain"
814,109518,583687,"Services",40,6,12,"Maine","SUV",5,"consume"
815,94757,433331,"Services",49,3,13,"New Hampshire","LuxurySedan",1,"consume"
816,35077,425323,"Govt",30,4,10,"Ontario","SUV",3,"consume"
817,91352,487502,"Education",50,4,15,"US_Other","SUV",3,"consume"
818,90155,411440,"Manufacturing",49,4,10,"Vermont","Sedan",3,"consume"
819,133378,573185,"Finance",49,2,14,"New Hampshire","SUV",3,"consume"
820,80695,562933,"Govt",44,6,19,"Ontario","SUV",3,"consume"
821,57134,473254,"Govt",41,4,7,"Quebec","Sedan",5,"consume"
822,88819,412068,"Tech",45,5,12,"Vermont","SUV",5,"entertain"
823,120510,439908,"Tech",53,4,12,"Ontario","LuxurySedan",5,"consume"
824,107307,443353,"Finance",41,8,9,"Maine","Compact/Hybrid",3,"consume"
825,103751,503565,"Govt",42,7,15,"Maine","SUV",6,"consume"
826,35766,298792,"Services",49,3,12,"Maine","SUV",6,"consume"
827,119007,418184,"Education",52,7,18,"Rhode Island","Sedan",8,"entertain"
828,92326,460908,"Education",52,7,16,"New Hampshire","SUV",6,"consume"
829,89527,503921,"Education",43,6,16,"Maine","Compact/Hybrid",2,"consume"
830,72409,281335,"Services",43,5,18,"Maine","LuxurySedan",1,"consume"
831,39327,298703,"Govt",45,5,15,"Maine","LuxurySedan",4,"entertain"
832,89916,514517,"Govt",47,3,12,"Quebec","SUV",2,"entertain"
833,113263,454675,"Finance",46,6,18,"Ontario","LuxurySedan",4,"entertain"
834,77324,564626,"Govt",44,2,14,"Maine","SUV",4,"entertain"
835,70393,389899,"Finance",45,5,10,"New York","SUV",4,"consume"
836,118372,507642,"Tech",42,7,15,"Maine","Sedan",6,"entertain"
837,88369,543787,"Govt",44,2,13,"Quebec","Compact/Hybrid",1,"consume"
838,53114,416593,"Services",44,6,18,"Ontario","SUV",6,"entertain"
839,67919,374747,"Govt",41,6,19,"Vermont","Compact/Hybrid",3,"entertain"
840,109613,485011,"Education",43,7,13,"Ontario","Sedan",1,"entertain"
841,90184,409502,"Govt",39,3,14,"Maine","Compact/Hybrid",2,"consume"
842,131415,501904,"Tech",47,6,16,"Maine","SUV",5,"consume"
843,99566,405932,"Finance",52,3,10,"Maine","SUV",3,"consume"
844,116082,446050,"Tech",43,4,13,"New York","Sedan",5,"consume"
845,96564,369159,"Tech",50,3,13,"Maine","Sedan",2,"entertain"
846,85442,479582,"Govt",48,4,14,"Maine","Sedan",6,"consume"
847,73616,529781,"Govt",40,6,9,"Quebec","Sedan",6,"entertain"
848,98494,517862,"Services",36,4,17,"New York","Pickup",5,"entertain"
849,78361,308710,"Other",47,3,15,"Maine","Sedan",5,"consume"
850,64935,471495,"Govt",51,2,10,"Maine","Sedan",5,"consume"
851,66540,472889,"Govt",35,8,8,"Maine","Compact/Hybrid",6,"consume"
852,112744,418378,"Finance",46,3,17,"Ontario","LuxurySedan",2,"consume"
853,118356,555127,"Tech",37,7,11,"New Hampshire","SUV",5,"consume"
854,122659,563654,"Services",46,6,15,"Maine","SUV",3,"entertain"
855,111807,397659,"Education",49,6,14,"Maine","SUV",7,"consume"
856,91159,453581,"Education",47,3,12,"Maine","Compact/Hybrid",6,"consume"
857,116209,446547,"Finance",42,7,9,"Maine","LuxurySedan",6,"consume"
858,82580,436856,"Education",34,6,13,"New Hampshire","LuxurySedan",5,"entertain"
859,33655,343131,"Govt",44,4,11,"Maine","",6,"consume"
860,68531,477554,"Govt",56,5,12,"Quebec","Compact/Hybrid",4,"consume"
861,94303,486913,"Services",40,6,16,"Maine","Pickup",9,"entertain"
862,90031,479337,"Education",53,3,14,"Maine","SUV",6,"consume"
863,99864,462087,"Services",56,3,16,"Maine","SUV",3,"consume"
864,92235,561755,"Education",40,4,14,"Can_Other","Compact/Hybrid",7,"entertain"
865,72765,463350,"Services",46,5,13,"Maine","Compact/Hybrid",4,"entertain"
866,107940,518977,"Govt",49,6,9,"Rhode Island","SUV",5,"entertain"
867,143746,578647,"Finance",54,2,4,"New Hampshire","Compact/Hybrid",0,"consume"
868,77768,462175,"Govt",56,3,16,"New Hampshire","LuxurySedan",1,"consume"
869,61312,461616,"Services",49,7,14,"Quebec","SUV",4,"entertain"
870,124237,591611,"Tech",45,11,6,"Maine","Sedan",3,"entertain"
871,69984,440021,"Services",47,8,17,"Quebec","LuxurySedan",5,"consume"
872,96827,569446,"Services",44,1,44,"New Hampshire","Sedan",2,"consume"
873,131565,501928,"Tech",47,3,14,"Ontario","LuxurySedan",2,"entertain"
874,100329,389317,"Tech",37,3,21,"Maine","Sedan",5,"entertain"
875,150894,544968,"Services",45,3,16,"Quebec","Sedan",5,"consume"
876,84121,444699,"Tech",37,3,5,"Maine","Sedan",4,"consume"
877,77892,492304,"Govt",41,7,13,"New Hampshire","Pickup",2,"entertain"
878,65099,387437,"Services",44,3,19,"Maine","SUV",3,"consume"
879,108444,579572,"Govt",48,4,12,"New Hampshire","LuxurySedan",7,"entertain"
880,90953,529788,"Education",38,4,14,"Quebec","SUV",1,"entertain"
881,85080,398863,"Govt",40,6,16,"Massachusetts","Sedan",5,"entertain"
882,44569,419944,"Education",45,6,13,"Maine","SUV",5,"consume"
883,86129,474380,"Services",42,4,18,"Massachusetts","LuxurySedan",5,"consume"
884,78830,498171,"Govt",42,6,9,"Maine","",3,"entertain"
885,138529,556578,"Finance",42,2,15,"Maine","SUV",4,"consume"
886,101022,528672,"Govt",38,3,14,"Maine","SUV",5,"entertain"
887,100060,565934,"Services",47,5,16,"Maine","",4,"entertain"
888,102610,480050,"Govt",49,4,13,"Maine","SUV",4,"consume"
889,108898,501295,"Finance",40,7,13,"Maine","SUV",6,"entertain"
890,112688,584327,"Finance",34,5,8,"Maine","LuxurySedan",3,"entertain"
891,68593,448286,"Services",48,3,15,"Vermont","LuxurySedan",4,"entertain"
892,109834,457899,"Services",41,5,10,"Maine","Sedan",6,"consume"
893,108527,568133,"Education",51,5,12,"New Hampshire","Sedan",1,"entertain"
894,113468,603746,"Govt",45,4,12,"Vermont","Compact/Hybrid",4,"consume"
895,95750,387750,"Finance",41,1,41,"Maine","Sedan",0,"entertain"
896,32109,302731,"Govt",43,5,7,"New Hampshire","SUV",4,"consume"
897,77348,440983,"Tech",42,4,10,"Vermont","Sedan",5,"consume"
898,125184,404410,"Finance",33,5,17,"Quebec","SUV",3,"entertain"
899,66024,466022,"Govt",42,4,13,"Maine","Sedan",5,"entertain"
900,70447,362850,"Finance",42,5,11,"Quebec","Pickup",4,"consume"
901,142662,556635,"Tech",45,5,15,"Ontario","Compact/Hybrid",2,"consume"
902,113724,487164,"Finance",47,5,11,"Maine","LuxurySedan",3,"entertain"
903,62470,384850,"Govt",40,5,16,"Ontario","Compact/Hybrid",2,"consume"
904,79680,494456,"Finance",34,7,11,"Maine","LuxurySedan",4,"consume"
905,86465,392932,"Tech",33,7,11,"New York","LuxurySedan",2,"entertain"
906,74865,395724,"Govt",48,1,48,"Maine","SUV",4,"entertain"
907,99106,572307,"Services",49,6,17,"Maine","Sedan",5,"consume"
908,68980,438605,"Education",46,3,17,"Ontario","SUV",5,"entertain"
909,141395,497498,"Finance",42,4,16,"Maine","SUV",7,"entertain"
910,77548,419571,"Services",51,6,14,"Maine","Compact/Hybrid",5,"entertain"
911,112061,399489,"Tech",39,4,9,"Maine","SUV",2,"entertain"
912,97294,451374,"Finance",46,8,11,"Maine","Sedan",2,"consume"
913,58599,384864,"Education",49,4,13,"Maine","SUV",4,"entertain"
914,64614,384700,"Govt",52,4,11,"Vermont","SUV",5,"entertain"
915,84162,512859,"Govt",45,1,45,"New York","SUV",6,"consume"
916,140529,558016,"Finance",47,6,9,"Rhode Island","",4,"entertain"
917,64631,321054,"Services",48,7,10,"Massachusetts","LuxurySedan",5,"entertain"
918,108009,442999,"Services",46,1,46,"Ontario","SUV",4,"entertain"
919,124779,453277,"Other",48,1,48,"Maine","SUV",3,"consume"
920,83475,487745,"Govt",44,5,8,"Ontario","SUV",3,"consume"
921,83931,412414,"Education",45,5,18,"Quebec","SUV",5,"entertain"
922,117079,482592,"Finance",45,5,21,"Massachusetts","LuxurySedan",3,"entertain"
923,70710,416032,"Tech",49,4,12,"Vermont","LuxurySedan",2,"consume"
924,135548,546471,"Finance",41,3,13,"New Hampshire","SUV",7,"entertain"
925,117631,532895,"Tech",53,5,8,"New Hampshire","LuxurySedan",4,"entertain"
926,65942,352492,"Finance",48,5,9,"US_Other","Pickup",2,"entertain"
927,91352,548641,"Govt",40,7,9,"Maine","LuxurySedan",6,"consume"
928,61500,438905,"Services",41,4,15,"Quebec","Sedan",4,"consume"
929,166526,587007,"Finance",49,3,8,"Ontario","SUV",3,"consume"
930,144118,544612,"Tech",52,3,15,"Massachusetts","SUV",5,"consume"
931,76140,449528,"Services",42,3,14,"New Hampshire","SUV",0,"consume"
932,67831,292080,"Manufacturing",49,3,15,"US_Other","SUV",4,"consume"
933,111600,415119,"Finance",48,5,14,"Ontario","SUV",4,"consume"
934,138991,545896,"Finance",45,5,13,"Ontario","LuxurySedan",3,"consume"
935,97362,435206,"Services",52,8,13,"New Hampshire","Pickup",5,"entertain"
936,59145,424461,"Govt",49,4,15,"Maine","Sedan",4,"entertain"
937,71450,448122,"Govt",41,4,16,"Ontario","Compact/Hybrid",3,"consume"
938,121768,515423,"Education",45,4,17,"Quebec","Sedan",5,"entertain"
939,107054,401586,"Tech",43,5,11,"Maine","Sedan",5,"entertain"
940,96919,402397,"Tech",44,6,7,"Connecticut","Sedan",3,"entertain"
941,108966,528186,"Services",43,7,11,"Ontario","LuxurySedan",5,"entertain"
942,145681,582268,"Finance",43,5,14,"New Hampshire","Sedan",4,"consume"
943,104294,552221,"Govt",51,4,9,"New York","Sedan",3,"entertain"
944,67412,441499,"Education",43,1,43,"Maine","LuxurySedan",4,"consume"
945,85016,425778,"Other",46,4,15,"Maine","",5,"entertain"
946,67842,401116,"Other",50,6,12,"Ontario","Sedan",4,"entertain"
947,94890,502277,"Finance",42,7,10,"Ontario","LuxurySedan",3,"entertain"
948,104325,480001,"Education",46,7,16,"Rhode Island","Sedan",1,"consume"
949,128601,614271,"Education",44,4,18,"US_Other","SUV",5,"consume"
950,31920,368318,"Education",52,8,16,"New Hampshire","Compact/Hybrid",3,"consume"
951,66373,385768,"Services",48,6,13,"Connecticut","Compact/Hybrid",4,"entertain"
952,89661,510847,"Govt",42,3,10,"Quebec","LuxurySedan",3,"entertain"
953,116393,463590,"Tech",41,5,10,"Quebec","SUV",3,"entertain"
954,56028,372840,"Govt",40,8,16,"New York","SUV",4,"consume"
955,119682,522126,"Finance",36,6,3,"Can_Other","SUV",3,"entertain"
956,46668,336928,"Govt",43,3,18,"New Hampshire","SUV",4,"entertain"
957,117983,451736,"Education",50,3,12,"Quebec","Compact/Hybrid",3,"entertain"
958,115471,526994,"Tech",34,10,9,"Ontario","LuxurySedan",3,"entertain"
959,102260,457726,"Tech",43,4,15,"Maine","Sedan",6,"consume"
960,116836,521109,"Finance",43,3,10,"Maine","Sedan",3,"consume"
961,164442,535165,"Finance",45,8,18,"Rhode Island","",4,"consume"
962,50446,423521,"Education",40,6,12,"Maine","LuxurySedan",1,"consume"
963,82315,402757,"Education",43,6,21,"Maine","Pickup",5,"entertain"
964,109472,524408,"Finance",46,7,11,"New Hampshire","LuxurySedan",3,"consume"
965,69031,419337,"Services",34,3,13,"Maine","LuxurySedan",2,"entertain"
966,82234,371291,"Finance",55,4,15,"Vermont","SUV",7,"consume"
967,135737,449099,"Finance",46,4,15,"Maine","SUV",4,"consume"
968,53665,266759,"Govt",50,7,18,"Can_Other","Sedan",1,"consume"
969,100485,430423,"Finance",46,5,11,"Vermont","SUV",5,"entertain"
970,142257,498169,"Tech",44,4,18,"Rhode Island","Sedan",6,"entertain"
971,162826,468355,"Finance",44,5,8,"Vermont","SUV",5,"entertain"
972,73313,462102,"Govt",48,5,12,"Maine","Sedan",5,"consume"
973,127198,496531,"Education",48,1,48,"New Hampshire","Compact/Hybrid",4,"consume"
974,56524,473725,"Services",45,4,16,"New Hampshire","SUV",3,"entertain"
975,119697,392276,"Finance",51,4,14,"Maine","SUV",0,"consume"
976,64775,422817,"Govt",46,3,12,"Maine","Compact/Hybrid",3,"consume"
977,89004,470556,"Services",34,6,12,"Maine","Compact/Hybrid",3,"consume"
978,110088,544459,"Govt",61,5,17,"Vermont","Compact/Hybrid",5,"consume"
979,79402,402394,"Services",44,4,10,"Maine","Sedan",5,"consume"
980,126049,496149,"Finance",54,2,10,"New York","SUV",2,"entertain"
981,45352,418322,"Govt",39,5,12,"New York","Compact/Hybrid",7,"consume"
982,78319,442249,"Services",47,5,15,"Maine","Sedan",3,"entertain"
983,135046,511146,"Finance",41,5,9,"Massachusetts","SUV",4,"consume"
984,113491,552723,"Services",50,3,19,"New Hampshire","Sedan",6,"entertain"
985,78071,321494,"Tech",40,5,5,"Ontario","LuxurySedan",5,"entertain"
986,76986,400289,"Govt",41,6,14,"New York","LuxurySedan",3,"entertain"
987,64665,427886,"Tech",43,5,10,"Vermont","Sedan",5,"consume"
988,49963,340831,"Services",47,6,20,"Maine","Pickup",3,"consume"
989,135379,541289,"Finance",44,3,7,"Maine","Sedan",2,"entertain"
990,68496,446567,"Education",41,2,15,"Maine","Compact/Hybrid",2,"entertain"
991,129498,570912,"Tech",39,7,14,"Massachusetts","SUV",5,"consume"
992,127009,473383,"Finance",43,5,16,"Maine","Compact/Hybrid",4,"entertain"
993,123555,468159,"Finance",42,2,9,"US_Other","LuxurySedan",4,"consume"
994,130150,685395,"Govt",57,4,20,"New Hampshire","Sedan",4,"entertain"
995,73935,467125,"Education",47,4,18,"Maine","SUV",3,"entertain"
996,43609,279357,"Govt",49,1,49,"Vermont","LuxurySedan",8,"consume"
997,60581,410351,"Finance",38,4,10,"US_Other","SUV",4,"consume"
998,46584,398203,"Services",36,3,19,"Maine","LuxurySedan",4,"entertain"
999,84140,487680,"Services",50,2,22,"Maine","SUV",5,"entertain"
1000,46188,341318,"Services",35,2,12,"Quebec","SUV",7,"entertain"
1001,68709,409713,"Services",40,3,12,"Maine","Compact/Hybrid",2,"entertain"
1002,85905,531820,"Govt",44,4,15,"Maine","Sedan",1,"entertain"
1003,89764,385100,"Tech",38,2,12,"New York","LuxurySedan",3,"entertain"
1004,77792,389176,"Govt",47,8,13,"Maine","SUV",0,"entertain"
1005,86358,450825,"Services",34,6,11,"Massachusetts","Sedan",10,"entertain"
1006,137542,533799,"Finance",45,4,19,"Maine","Pickup",6,"consume"
1007,110298,482309,"Tech",42,3,12,"Quebec","SUV",4,"entertain"
1008,59226,401951,"Education",35,6,16,"Maine","LuxurySedan",5,"consume"
1009,64562,427780,"Govt",42,2,8,"Rhode Island","Pickup",2,"entertain"
1010,117694,491299,"Govt",46,4,16,"New York","Sedan",6,"entertain"
1011,99987,466157,"Other",43,4,10,"Maine","Sedan",5,"entertain"
1012,134469,467526,"Tech",50,4,13,"New Hampshire","LuxurySedan",5,"consume"
1013,58869,385076,"Govt",42,6,17,"Quebec","SUV",4,"consume"
1014,39748,260337,"Finance",49,7,14,"Maine","LuxurySedan",0,"entertain"
1015,83989,447244,"Services",37,7,11,"Maine","LuxurySedan",5,"consume"
1016,78518,346456,"Govt",34,4,11,"Quebec","Sedan",5,"consume"
1017,103858,521083,"Govt",42,6,12,"Quebec","Sedan",3,"consume"
1018,125290,644428,"Govt",42,3,14,"New Hampshire","Pickup",6,"consume"
1019,141899,405112,"Finance",43,4,13,"Massachusetts","LuxurySedan",3,"consume"
1020,123356,469088,"Tech",37,5,9,"New Hampshire","Sedan",3,"entertain"
1021,63124,391036,"Education",44,3,23,"Maine","LuxurySedan",4,"entertain"
1022,96855,615408,"Education",45,5,17,"Maine","SUV",6,"entertain"
1023,96996,536722,"Services",54,5,15,"Maine","SUV",7,"entertain"
1024,68599,443904,"Govt",42,5,17,"Maine","LuxurySedan",6,"entertain"
1025,95711,392142,"Education",52,6,12,"New York","Sedan",8,"entertain"
1026,83365,425423,"Govt",45,7,9,"Maine","SUV",4,"consume"
1027,120158,569721,"Education",48,1,48,"Maine","LuxurySedan",0,"consume"
1028,74519,302444,"Finance",39,4,10,"Maine","LuxurySedan",4,"consume"
1029,98815,482241,"Manufacturing",55,4,14,"Maine","Pickup",5,"consume"
1030,144825,613114,"Tech",45,1,45,"Massachusetts","Sedan",3,"consume"
1031,136030,572583,"Finance",53,5,13,"Maine","LuxurySedan",3,"entertain"
1032,100333,483579,"Education",37,6,15,"Maine","SUV",3,"consume"
1033,126254,572415,"Services",45,5,18,"Maine","SUV",9,"entertain"
1034,107744,533677,"Services",53,3,13,"Maine","SUV",4,"consume"
1035,65142,407406,"Govt",47,4,10,"Quebec","SUV",3,"consume"
1036,121452,442654,"Tech",44,5,18,"Maine","Pickup",4,"entertain"
1037,70435,432899,"Education",52,8,14,"Rhode Island","SUV",4,"entertain"
1038,105024,421748,"Finance",44,2,9,"Vermont","LuxurySedan",3,"entertain"
1039,89031,415096,"Other",46,5,12,"Maine","LuxurySedan",3,"entertain"
1040,70595,401236,"Govt",45,2,15,"US_Other","SUV",3,"entertain"
1041,111255,387153,"Finance",43,4,14,"Maine","SUV",6,"entertain"
1042,75107,478797,"Govt",44,3,17,"New York","Sedan",5,"consume"
1043,93449,546343,"Govt",49,3,14,"New York","SUV",4,"entertain"
1044,103821,558685,"Other",45,3,17,"Maine","Sedan",6,"entertain"
1045,51594,451887,"Education",46,1,46,"Maine","Compact/Hybrid",4,"consume"
1046,74184,434608,"Govt",46,3,10,"Connecticut","Pickup",7,"consume"
1047,64634,468651,"Services",56,6,13,"Maine","Pickup",5,"entertain"
1048,127947,565858,"Finance",42,4,8,"Maine","Sedan",6,"consume"
1049,45766,455280,"Govt",43,1,43,"Maine","SUV",2,"entertain"
1050,67710,448928,"Services",44,4,16,"New York","SUV",4,"entertain"
1051,90119,498853,"Govt",48,3,13,"Can_Other","SUV",7,"consume"
1052,57881,502857,"Govt",39,1,39,"Vermont","SUV",7,"entertain"
1053,121181,466602,"Tech",45,6,20,"Maine","SUV",8,"entertain"
1054,83302,482950,"Finance",53,5,10,"Maine","SUV",3,"entertain"
1055,109230,486593,"Tech",40,6,8,"Maine","LuxurySedan",4,"entertain"
1056,89016,496589,"Govt",40,1,40,"Maine","SUV",3,"entertain"
1057,33964,394786,"Services",49,1,49,"Ontario","Compact/Hybrid",3,"consume"
1058,148296,524034,"Finance",47,1,47,"Maine","Sedan",3,"consume"
1059,66701,460311,"Services",44,4,14,"Vermont","Compact/Hybrid",4,"consume"
1060,76681,554530,"Govt",49,6,13,"Ontario","Pickup",4,"entertain"
1061,87995,471032,"Services",45,3,13,"Maine","LuxurySedan",4,"consume"
1062,96311,521666,"Manufacturing",52,2,17,"Maine","Pickup",5,"consume"
1063,105250,568736,"Tech",44,7,11,"Rhode Island","Sedan",4,"consume"
1064,133708,528694,"Tech",47,5,12,"Maine","SUV",3,"consume"
